week,factor,priority,budget,policy,allocated,shortfall,leftover,loss,coverage,unused,expected_loss
2011-10-03,0.5,0.8,5036,equal,5036,11354,1033,9289.8,0.2606628898873478,0,5521.761538461538
2011-10-03,0.5,0.8,5036,hindsight,5036,10321,0,8256.8,0.3279286318942502,0,6649.376923076923
2011-10-03,0.5,0.95,5036,scenario,5036,10621,300,10104.95,0.30839356645178095,0,5256.180769230769
2011-10-03,0.5,0.95,5036,mean,5036,10774,453,10257.95,0.29843068307612164,0,5588.026923076923
2011-10-03,0.5,0.95,5036,seasonal,5036,11792,1471,11275.95,0.2321416943413427,0,6701.334615384615
2011-10-03,0.5,0.95,5036,equal,5036,11354,1033,10837.95,0.2606628898873478,0,6288.757692307692
2011-10-03,0.5,0.95,5036,hindsight,5036,10321,0,9804.95,0.3279286318942502,0,7416.373076923077
2011-10-03,0.75,0.5,7554,scenario,7166,8852,661,4756.5,0.4235853356775412,388,2706.8846153846152
2011-10-03,0.75,0.5,7554,mean,7554,8791,988,4889.5,0.42755746565084324,0,3060.1923076923076
2011-10-03,0.75,0.5,7554,seasonal,7554,10722,2919,6820.5,0.30181676108614963,0,4735.538461538462
2011-10-03,0.75,0.5,7554,equal,7554,9882,2079,5980.5,0.3565149443250635,0,3952.8846153846152
2011-10-03,0.75,0.5,7554,hindsight,7554,7803,0,3901.5,0.49189294784137527,0,5457.615384615385
2011-10-03,0.75,0.8,7554,scenario,7554,8564,761,7003.4,0.4423389985023117,0,3485.476923076923
2011-10-03,0.75,0.8,7554,mean,7554,8791,988,7230.4,0.42755746565084324,0,3838.7846153846153
2011-10-03,0.75,0.8,7554,seasonal,7554,10722,2919,9161.4,0.30181676108614963,0,5514.130769230769
2011-10-03,0.75,0.8,7554,equal,7554,9882,2079,8321.4,0.3565149443250635,0,4731.476923076923
2011-10-03,0.75,0.8,7554,hindsight,7554,7803,0,6242.4,0.49189294784137527,0,6236.207692307692
2011-10-03,0.75,0.95,7554,scenario,7554,8564,761,8173.85,0.4423389985023117,0,3874.773076923077
2011-10-03,0.75,0.95,7554,mean,7554,8791,988,8400.85,0.42755746565084324,0,4228.080769230769
2011-10-03,0.75,0.95,7554,seasonal,7554,10722,2919,10331.85,0.30181676108614963,0,5903.426923076923
2011-10-03,0.75,0.95,7554,equal,7554,9882,2079,9491.85,0.3565149443250635,0,5120.773076923077
2011-10-03,0.75,0.95,7554,hindsight,7554,7803,0,7412.85,0.49189294784137527,0,6625.503846153846
2011-10-03,1.0,0.5,10072,scenario,7166,8852,661,4756.5,0.4235853356775412,2906,2706.8846153846152
2011-10-03,1.0,0.5,10072,mean,10072,7292,2007,4649.5,0.5251676759783812,0,3309.730769230769
2011-10-03,1.0,0.5,10072,seasonal,10072,9922,4637,7279.5,0.35391026893273425,0,5270.038461538462
2011-10-03,1.0,0.5,10072,equal,10072,8621,3336,5978.5,0.4386273360682425,0,4208.846153846154
2011-10-03,1.0,0.5,10072,hindsight,10072,5285,0,2642.5,0.6558572637885004,0,5444.384615384615
2011-10-03,1.0,0.8,10072,scenario,10072,7054,1769,5997.0,0.5406654945627402,0,2958.8846153846152
2011-10-03,1.0,0.8,10072,mean,10072,7292,2007,6235.0,0.5251676759783812,0,3332.923076923077
2011-10-03,1.0,0.8,10072,seasonal,10072,9922,4637,8865.0,0.35391026893273425,0,5293.2307692307695
2011-10-03,1.0,0.8,10072,equal,10072,8621,3336,7564.0,0.4386273360682425,0,4232.038461538462
2011-10-03,1.0,0.8,10072,hindsight,10072,5285,0,4228.0,0.6558572637885004,0,5467.576923076923
2011-10-03,1.0,0.95,10072,scenario,10072,7054,1769,6789.75,0.5406654945627402,0,2970.480769230769
2011-10-03,1.0,0.95,10072,mean,10072,7292,2007,7027.75,0.5251676759783812,0,3344.519230769231
2011-10-03,1.0,0.95,10072,seasonal,10072,9922,4637,9657.75,0.35391026893273425,0,5304.826923076923
2011-10-03,1.0,0.95,10072,equal,10072,8621,3336,8356.75,0.4386273360682425,0,4243.634615384615
2011-10-03,1.0,0.95,10072,hindsight,10072,5285,0,5020.75,0.6558572637885004,0,5479.173076923077
2011-10-03,1.25,0.5,12590,scenario,7166,8852,661,4756.5,0.4235853356775412,5424,2706.8846153846152
2011-10-03,1.25,0.5,12590,mean,10073,7291,2007,4649.0,0.5252327928631895,2517,3309.9615384615386
2011-10-03,1.25,0.5,12590,seasonal,12590,9233,6466,7849.5,0.39877580256560524,0,5914.346153846154
2011-10-03,1.25,0.5,12590,equal,10073,8620,3336,5978.0,0.4386924529530507,2517,4208.615384615385
2011-10-03,1.25,0.5,12590,hindsight,12590,2767,0,1383.5,0.8198215797356254,0,5163.615384615385
2011-10-03,1.25,0.8,12590,scenario,12590,5879,3112,5325.6,0.6171778342124112,0,2701.4846153846156
2011-10-03,1.25,0.8,12590,mean,10073,7291,2007,6234.2,0.5252327928631895,2517,3332.853846153846
2011-10-03,1.25,0.8,12590,seasonal,12590,9233,6466,8679.6,0.39877580256560524,0,5182.138461538461
2011-10-03,1.25,0.8,12590,equal,10073,8620,3336,7563.2,0.4386924529530507,2517,4231.507692307692
2011-10-03,1.25,0.8,12590,hindsight,12590,2767,0,2213.6,0.8198215797356254,0,4431.407692307693
2011-10-03,1.25,0.95,12590,scenario,12590,5879,3112,5740.65,0.6171778342124112,0,2335.380769230769
2011-10-03,1.25,0.95,12590,mean,10073,7291,2007,7026.8,0.5252327928631895,2517,3344.3
2011-10-03,1.25,0.95,12590,seasonal,12590,9233,6466,9094.65,0.39877580256560524,0,4816.034615384616
2011-10-03,1.25,0.95,12590,equal,10073,8620,3336,8355.8,0.4386924529530507,2517,4242.953846153846
2011-10-03,1.25,0.95,12590,hindsight,12590,2767,0,2628.65,0.8198215797356254,0,4065.3038461538463
2011-10-10,0.5,0.5,5403,scenario,5403,3418,693,2055.5,0.5794783464566929,0,3015.3846153846152
2011-10-10,0.5,0.5,5403,mean,5403,3829,1104,2466.5,0.5289124015748031,0,3366.076923076923
2011-10-10,0.5,0.5,5403,seasonal,5403,4414,1689,3051.5,0.4569389763779528,0,3955.8076923076924
2011-10-10,0.5,0.5,5403,equal,5403,4359,1634,2996.5,0.4637057086614173,0,4090.8076923076924
2011-10-10,0.5,0.5,5403,hindsight,5403,2725,0,1362.5,0.6647391732283464,0,4599.423076923077
2011-10-10,0.5,0.8,5403,scenario,5403,3418,693,2873.0,0.5794783464566929,0,4527.661538461539
2011-10-10,0.5,0.8,5403,mean,5403,3829,1104,3284.0,0.5289124015748031,0,4878.3538461538465
2011-10-10,0.5,0.8,5403,seasonal,5403,4414,1689,3869.0,0.4569389763779528,0,5468.084615384615
2011-10-10,0.5,0.8,5403,equal,5403,4359,1634,3814.0,0.4637057086614173,0,5603.084615384615
2011-10-10,0.5,0.8,5403,hindsight,5403,2725,0,2180.0,0.6647391732283464,0,6111.7
2011-10-10,0.5,0.95,5403,scenario,5403,3418,693,3281.75,0.5794783464566929,0,5283.8
2011-10-10,0.5,0.95,5403,mean,5403,3829,1104,3692.75,0.5289124015748031,0,5634.492307692308
2011-10-10,0.5,0.95,5403,seasonal,5403,4414,1689,4277.75,0.4569389763779528,0,6224.223076923077
2011-10-10,0.5,0.95,5403,equal,5403,4359,1634,4222.75,0.4637057086614173,0,6359.223076923077
2011-10-10,0.5,0.95,5403,hindsight,5403,2725,0,2588.75,0.6647391732283464,0,6867.838461538461
2011-10-10,0.75,0.5,8105,scenario,7425,2475,1772,2123.5,0.6954970472440944,680,2810.6923076923076
2011-10-10,0.75,0.5,8105,mean,8105,2354,2331,2342.5,0.7103838582677166,0,3193.846153846154
2011-10-10,0.75,0.5,8105,seasonal,8105,3318,3295,3306.5,0.5917814960629921,0,4043.6153846153848
2011-10-10,0.75,0.5,8105,equal,8105,3205,3182,3193.5,0.6056840551181102,0,4088.076923076923
2011-10-10,0.75,0.5,8105,hindsight,8105,23,0,11.5,0.9971702755905512,0,3790.5
2011-10-10,0.75,0.8,8105,scenario,8105,2280,2257,2275.4,0.719488188976378,0,3516.1
2011-10-10,0.75,0.8,8105,mean,8105,2354,2331,2349.4,0.7103838582677166,0,3895.523076923077
2011-10-10,0.75,0.8,8105,seasonal,8105,3318,3295,3313.4,0.5917814960629921,0,4745.292307692308
2011-10-10,0.75,0.8,8105,equal,8105,3205,3182,3200.4,0.6056840551181102,0,4789.753846153846
2011-10-10,0.75,0.8,8105,hindsight,8105,23,0,18.4,0.9971702755905512,0,4492.176923076923
2011-10-10,0.75,0.95,8105,scenario,8105,2280,2257,2278.85,0.719488188976378,0,3866.9384615384615
2011-10-10,0.75,0.95,8105,mean,8105,2354,2331,2352.85,0.7103838582677166,0,4246.361538461539
2011-10-10,0.75,0.95,8105,seasonal,8105,3318,3295,3316.85,0.5917814960629921,0,5096.130769230769
2011-10-10,0.75,0.95,8105,equal,8105,3205,3182,3203.85,0.6056840551181102,0,5140.592307692307
2011-10-10,0.75,0.95,8105,hindsight,8105,23,0,21.85,0.9971702755905512,0,4843.015384615384
2011-10-10,1.0,0.5,10807,scenario,7425,2475,1772,2123.5,0.6954970472440944,3382,2810.6923076923076
2011-10-10,1.0,0.5,10807,mean,10807,1522,4201,2861.5,0.812746062992126,0,3506.346153846154
2011-10-10,1.0,0.5,10807,seasonal,10807,2482,5161,3821.5,0.6946358267716536,0,4517.307692307692
2011-10-10,1.0,0.5,10807,equal,10807,2187,4866,3526.5,0.7309301181102362,0,4406.2307692307695
2011-10-10,1.0,0.5,10807,hindsight,8128,0,0,0.0,1.0,2679,3791.3846153846152
2011-10-10,1.0,0.8,10807,scenario,10807,1551,4230,2086.8,0.8091781496062992,0,2991.769230769231
2011-10-10,1.0,0.8,10807,mean,10807,1522,4201,2057.8,0.812746062992126,0,3397.423076923077
2011-10-10,1.0,0.8,10807,seasonal,10807,2482,5161,3017.8,0.6946358267716536,0,4408.384615384615
2011-10-10,1.0,0.8,10807,equal,10807,2187,4866,2722.8,0.7309301181102362,0,4297.307692307692
2011-10-10,1.0,0.8,10807,hindsight,8128,0,0,0.0,1.0,2679,4486.161538461539
2011-10-10,1.0,0.95,10807,scenario,10807,1551,4230,1684.95,0.8091781496062992,0,2937.3076923076924
2011-10-10,1.0,0.95,10807,mean,10807,1522,4201,1655.95,0.812746062992126,0,3342.9615384615386
2011-10-10,1.0,0.95,10807,seasonal,10807,2482,5161,2615.95,0.6946358267716536,0,4353.923076923077
2011-10-10,1.0,0.95,10807,equal,10807,2187,4866,2320.95,0.7309301181102362,0,4242.846153846154
2011-10-10,1.0,0.95,10807,hindsight,8128,0,0,0.0,1.0,2679,4833.55
2011-10-10,1.25,0.5,13508,scenario,7425,2475,1772,2123.5,0.6954970472440944,6083,2810.6923076923076
2011-10-10,1.25,0.5,13508,mean,10810,1522,4204,2863.0,0.812746062992126,2698,3506.8846153846152
2011-10-10,1.25,0.5,13508,seasonal,13508,1949,7329,4639.0,0.7602116141732284,0,5188.346153846154
2011-10-10,1.25,0.5,13508,equal,10810,2187,4869,3528.0,0.7309301181102362,2698,4407.153846153846
2011-10-10,1.25,0.5,13508,hindsight,8128,0,0,0.0,1.0,5380,3791.3846153846152
2011-10-10,1.25,0.8,13508,scenario,13508,1094,6474,2170.0,0.8654035433070866,0,2780.2384615384617
2011-10-10,1.25,0.8,13508,mean,10810,1522,4204,2058.4,0.812746062992126,2698,3397.0615384615385
2011-10-10,1.25,0.8,13508,seasonal,13508,1949,7329,3025.0,0.7602116141732284,0,4269.123076923077
2011-10-10,1.25,0.8,13508,equal,10810,2187,4869,2723.4,0.7309301181102362,2698,4297.330769230769
2011-10-10,1.25,0.8,13508,hindsight,8128,0,0,0.0,1.0,5380,4486.161538461539
2011-10-10,1.25,0.95,13508,scenario,13508,1094,6474,1363.0,0.8654035433070866,0,2320.626923076923
2011-10-10,1.25,0.95,13508,mean,10810,1522,4204,1656.1,0.812746062992126,2698,3342.15
2011-10-10,1.25,0.95,13508,seasonal,13508,1949,7329,2218.0,0.7602116141732284,0,3809.5115384615383
2011-10-10,1.25,0.95,13508,equal,10810,2187,4869,2321.1,0.7309301181102362,2698,4242.419230769231
2011-10-10,1.25,0.95,13508,hindsight,8128,0,0,0.0,1.0,5380,4833.55
2011-10-17,0.5,0.5,5330,scenario,5330,3284,858,2071.0,0.5765858690046416,0,2981.3846153846152
2011-10-17,0.5,0.5,5330,mean,5330,3114,688,1901.0,0.5985043837029397,0,3341.153846153846
2011-10-17,0.5,0.5,5330,seasonal,5330,4767,2341,3554.0,0.38537906137184114,0,4830.923076923077
2011-10-17,0.5,0.5,5330,equal,5330,3979,1553,2766.0,0.4869778236204229,0,4035.8846153846152
2011-10-17,0.5,0.5,5330,hindsight,5330,2426,0,1213.0,0.687209902011346,0,4246.884615384615
2011-10-17,0.5,0.8,5330,scenario,5330,3284,858,2798.8,0.5765858690046416,0,4478.961538461538
2011-10-17,0.5,0.8,5330,mean,5330,3114,688,2628.8,0.5985043837029397,0,4838.7307692307695
2011-10-17,0.5,0.8,5330,seasonal,5330,4767,2341,4281.8,0.38537906137184114,0,6328.5
2011-10-17,0.5,0.8,5330,equal,5330,3979,1553,3493.8,0.4869778236204229,0,5533.461538461538
2011-10-17,0.5,0.8,5330,hindsight,5330,2426,0,1940.8,0.687209902011346,0,5744.461538461538
2011-10-17,0.5,0.95,5330,scenario,5330,3284,858,3162.7,0.5765858690046416,0,5227.75
2011-10-17,0.5,0.95,5330,mean,5330,3114,688,2992.7,0.5985043837029397,0,5587.5192307692305
2011-10-17,0.5,0.95,5330,seasonal,5330,4767,2341,4645.7,0.38537906137184114,0,7077.288461538462
2011-10-17,0.5,0.95,5330,equal,5330,3979,1553,3857.7,0.4869778236204229,0,6282.25
2011-10-17,0.5,0.95,5330,hindsight,5330,2426,0,2304.7,0.687209902011346,0,6493.25
2011-10-17,0.75,0.5,7995,scenario,7289,2298,1831,2064.5,0.7037132542547705,706,2777.653846153846
2011-10-17,0.75,0.5,7995,mean,7995,1752,1991,1871.5,0.7741103661681279,0,3132.6923076923076
2011-10-17,0.75,0.5,7995,seasonal,7995,3673,3912,3792.5,0.5264311500773594,0,5213.153846153846
2011-10-17,0.75,0.5,7995,equal,7995,3002,3241,3121.5,0.612944816915936,0,4031.076923076923
2011-10-17,0.75,0.5,7995,hindsight,7756,0,0,0.0,1.0,239,3639.8076923076924
2011-10-17,0.75,0.8,7995,scenario,7995,2094,2333,2141.8,0.7300154718927282,0,3479.3076923076924
2011-10-17,0.75,0.8,7995,mean,7995,1752,1991,1799.8,0.7741103661681279,0,3830.769230769231
2011-10-17,0.75,0.8,7995,seasonal,7995,3673,3912,3720.8,0.5264311500773594,0,5911.2307692307695
2011-10-17,0.75,0.8,7995,equal,7995,3002,3241,3049.8,0.612944816915936,0,4729.153846153846
2011-10-17,0.75,0.8,7995,hindsight,7756,0,0,0.0,1.0,239,4409.584615384615
2011-10-17,0.75,0.95,7995,scenario,7995,2094,2333,2105.95,0.7300154718927282,0,3828.346153846154
2011-10-17,0.75,0.95,7995,mean,7995,1752,1991,1763.95,0.7741103661681279,0,4179.807692307692
2011-10-17,0.75,0.95,7995,seasonal,7995,3673,3912,3684.95,0.5264311500773594,0,6260.2692307692305
2011-10-17,0.75,0.95,7995,equal,7995,3002,3241,3013.95,0.612944816915936,0,5078.192307692308
2011-10-17,0.75,0.95,7995,hindsight,7756,0,0,0.0,1.0,239,4794.473076923077
2011-10-17,1.0,0.5,10660,scenario,7289,2298,1831,2064.5,0.7037132542547705,3371,2777.653846153846
2011-10-17,1.0,0.5,10660,mean,10660,1005,3909,2457.0,0.8704228984012378,0,3433.3846153846152
2011-10-17,1.0,0.5,10660,seasonal,10660,2956,5860,4408.0,0.6188757091284167,0,5818.538461538462
2011-10-17,1.0,0.5,10660,equal,10660,2156,5060,3608.0,0.7220216606498195,0,4339.5
2011-10-17,1.0,0.5,10660,hindsight,7756,0,0,0.0,1.0,2904,3639.8076923076924
2011-10-17,1.0,0.8,10660,scenario,10660,1314,4218,1894.8,0.830582774626096,0,2974.346153846154
2011-10-17,1.0,0.8,10660,mean,10660,1005,3909,1585.8,0.8704228984012378,0,3331.9615384615386
2011-10-17,1.0,0.8,10660,seasonal,10660,2956,5860,3536.8,0.6188757091284167,0,5717.115384615385
2011-10-17,1.0,0.8,10660,equal,10660,2156,5060,2736.8,0.7220216606498195,0,4238.076923076923
2011-10-17,1.0,0.8,10660,hindsight,7756,0,0,0.0,1.0,2904,4409.584615384615
2011-10-17,1.0,0.95,10660,scenario,10660,1314,4218,1459.2,0.830582774626096,0,2923.6346153846152
2011-10-17,1.0,0.95,10660,mean,10660,1005,3909,1150.2,0.8704228984012378,0,3281.25
2011-10-17,1.0,0.95,10660,seasonal,10660,2956,5860,3101.2,0.6188757091284167,0,5666.403846153846
2011-10-17,1.0,0.95,10660,equal,10660,2156,5060,2301.2,0.7220216606498195,0,4187.365384615385
2011-10-17,1.0,0.95,10660,hindsight,7756,0,0,0.0,1.0,2904,4794.473076923077
2011-10-17,1.25,0.5,13325,scenario,7289,2298,1831,2064.5,0.7037132542547705,6036,2777.653846153846
2011-10-17,1.25,0.5,13325,mean,10664,1004,3912,2458.0,0.8705518308406395,2661,3434.4615384615386
2011-10-17,1.25,0.5,13325,seasonal,13325,2478,8047,5262.5,0.6805054151624549,0,6551.846153846154
2011-10-17,1.25,0.5,13325,equal,10664,2154,5062,3608.0,0.722279525528623,2661,4339.923076923077
2011-10-17,1.25,0.5,13325,hindsight,7756,0,0,0.0,1.0,5569,3639.8076923076924
2011-10-17,1.25,0.8,13325,scenario,13325,770,6339,1883.8,0.9007220216606499,0,2783.346153846154
2011-10-17,1.25,0.8,13325,mean,10664,1004,3912,1585.6,0.8705518308406395,2661,3331.8384615384616
2011-10-17,1.25,0.8,13325,seasonal,13325,2478,8047,3591.8,0.6805054151624549,0,5650.923076923077
2011-10-17,1.25,0.8,13325,equal,10664,2154,5062,2735.6,0.722279525528623,2661,4237.3
2011-10-17,1.25,0.8,13325,hindsight,7756,0,0,0.0,1.0,5569,4409.584615384615
2011-10-17,1.25,0.95,13325,scenario,13325,770,6339,1048.45,0.9007220216606499,0,2332.8846153846152
2011-10-17,1.25,0.95,13325,mean,10664,1004,3912,1149.4,0.8705518308406395,2661,3280.526923076923
2011-10-17,1.25,0.95,13325,seasonal,13325,2478,8047,2756.45,0.6805054151624549,0,5200.461538461538
2011-10-17,1.25,0.95,13325,equal,10664,2154,5062,2299.4,0.722279525528623,2661,4185.988461538462
2011-10-17,1.25,0.95,13325,hindsight,7756,0,0,0.0,1.0,5569,4794.473076923077
2011-10-24,0.5,0.5,5026,scenario,5026,13124,451,6787.5,0.25848918017967115,0,2943.25
2011-10-24,0.5,0.5,5026,mean,5026,13127,454,6790.5,0.25831967907791403,0,3235.6346153846152
2011-10-24,0.5,0.5,5026,seasonal,5026,14344,1671,8007.5,0.18955873213175886,0,4297.4807692307695
2011-10-24,0.5,0.5,5026,equal,5026,14023,1350,7686.5,0.20769535001977513,0,3936.5576923076924
2011-10-24,0.5,0.5,5026,hindsight,5026,12673,0,6336.5,0.28397084581049775,0,5304.903846153846
2011-10-24,0.5,0.8,5026,scenario,5026,13124,451,10589.4,0.25848918017967115,0,4467.584615384615
2011-10-24,0.5,0.8,5026,mean,5026,13127,454,10592.4,0.25831967907791403,0,4759.969230769231
2011-10-24,0.5,0.8,5026,seasonal,5026,14344,1671,11809.4,0.18955873213175886,0,5821.815384615385
2011-10-24,0.5,0.8,5026,equal,5026,14023,1350,11488.4,0.20769535001977513,0,5460.892307692307
2011-10-24,0.5,0.8,5026,hindsight,5026,12673,0,10138.4,0.28397084581049775,0,6829.238461538462
2011-10-24,0.5,0.95,5026,scenario,5026,13124,451,12490.35,0.25848918017967115,0,5229.751923076923
2011-10-24,0.5,0.95,5026,mean,5026,13127,454,12493.35,0.25831967907791403,0,5522.136538461538
2011-10-24,0.5,0.95,5026,seasonal,5026,14344,1671,13710.35,0.18955873213175886,0,6583.982692307693
2011-10-24,0.5,0.95,5026,equal,5026,14023,1350,13389.35,0.20769535001977513,0,6223.059615384615
2011-10-24,0.5,0.95,5026,hindsight,5026,12673,0,12039.35,0.28397084581049775,0,7591.405769230769
2011-10-24,0.75,0.5,7539,scenario,7123,11899,1323,6611.0,0.3277021300638454,416,2674.8653846153848
2011-10-24,0.75,0.5,7539,mean,7539,11309,1149,6229.0,0.36103734674275384,0,2972.519230769231
2011-10-24,0.75,0.5,7539,seasonal,7539,13019,2859,7939.0,0.2644217187411718,0,4480.9807692307695
2011-10-24,0.75,0.5,7539,equal,7539,12652,2492,7572.0,0.2851573535227979,0,3899.980769230769
2011-10-24,0.75,0.5,7539,hindsight,7539,10160,0,5080.0,0.42595626871574666,0,5799.173076923077
2011-10-24,0.75,0.8,7539,scenario,7539,11667,1507,9635.0,0.3408102152663992,0,3445.3
2011-10-24,0.75,0.8,7539,mean,7539,11309,1149,9277.0,0.36103734674275384,0,3742.9538461538464
2011-10-24,0.75,0.8,7539,seasonal,7539,13019,2859,10987.0,0.2644217187411718,0,5251.415384615385
2011-10-24,0.75,0.8,7539,equal,7539,12652,2492,10620.0,0.2851573535227979,0,4670.415384615385
2011-10-24,0.75,0.8,7539,hindsight,7539,10160,0,8128.0,0.42595626871574666,0,6569.607692307693
2011-10-24,0.75,0.95,7539,scenario,7539,11667,1507,11159.0,0.3408102152663992,0,3830.517307692308
2011-10-24,0.75,0.95,7539,mean,7539,11309,1149,10801.0,0.36103734674275384,0,4128.171153846154
2011-10-24,0.75,0.95,7539,seasonal,7539,13019,2859,12511.0,0.2644217187411718,0,5636.632692307692
2011-10-24,0.75,0.95,7539,equal,7539,12652,2492,12144.0,0.2851573535227979,0,5055.632692307692
2011-10-24,0.75,0.95,7539,hindsight,7539,10160,0,9652.0,0.42595626871574666,0,6954.825
2011-10-24,1.0,0.5,10052,scenario,7123,11899,1323,6611.0,0.3277021300638454,2929,2674.8653846153848
2011-10-24,1.0,0.5,10052,mean,10052,9924,2277,6100.5,0.43929035538731004,0,3198.5576923076924
2011-10-24,1.0,0.5,10052,seasonal,10052,11729,4082,7905.5,0.33730719249675123,0,4883.442307692308
2011-10-24,1.0,0.5,10052,equal,10052,11455,3808,7631.5,0.3527882931239053,0,4147.0192307692305
2011-10-24,1.0,0.5,10052,hindsight,10052,7647,0,3823.5,0.5679416916209955,0,5909.557692307692
2011-10-24,1.0,0.8,10052,scenario,10052,10434,2787,8904.6,0.4104751680885926,0,2908.0538461538463
2011-10-24,1.0,0.8,10052,mean,10052,9924,2277,8394.6,0.43929035538731004,0,3215.0923076923077
2011-10-24,1.0,0.8,10052,seasonal,10052,11729,4082,10199.6,0.33730719249675123,0,4899.976923076923
2011-10-24,1.0,0.8,10052,equal,10052,11455,3808,9925.6,0.3527882931239053,0,4163.553846153846
2011-10-24,1.0,0.8,10052,hindsight,10052,7647,0,6117.6,0.5679416916209955,0,5926.092307692307
2011-10-24,1.0,0.95,10052,scenario,10052,10434,2787,10051.65,0.4104751680885926,0,2916.3211538461537
2011-10-24,1.0,0.95,10052,mean,10052,9924,2277,9541.65,0.43929035538731004,0,3223.3596153846156
2011-10-24,1.0,0.95,10052,seasonal,10052,11729,4082,11346.65,0.33730719249675123,0,4908.244230769231
2011-10-24,1.0,0.95,10052,equal,10052,11455,3808,11072.65,0.3527882931239053,0,4171.821153846154
2011-10-24,1.0,0.95,10052,hindsight,10052,7647,0,7264.65,0.5679416916209955,0,5934.359615384616
2011-10-24,1.25,0.5,12565,scenario,7123,11899,1323,6611.0,0.3277021300638454,5442,2674.8653846153848
2011-10-24,1.25,0.5,12565,mean,10052,9924,2277,6100.5,0.43929035538731004,2513,3198.5576923076924
2011-10-24,1.25,0.5,12565,seasonal,12565,10568,5434,8001.0,0.4029041188767727,0,5480.903846153846
2011-10-24,1.25,0.5,12565,equal,10052,11455,3808,7631.5,0.3527882931239053,2513,4147.0192307692305
2011-10-24,1.25,0.5,12565,hindsight,12565,5134,0,2567.0,0.7099271145262445,0,7121.25
2011-10-24,1.25,0.8,12565,scenario,12565,9280,4146,8253.2,0.47567659189784733,0,2661.423076923077
2011-10-24,1.25,0.8,12565,mean,10052,9924,2277,8394.6,0.43929035538731004,2513,3215.0923076923077
2011-10-24,1.25,0.8,12565,seasonal,12565,10568,5434,9541.2,0.4029041188767727,0,4743.538461538462
2011-10-24,1.25,0.8,12565,equal,10052,11455,3808,9925.6,0.3527882931239053,2513,4163.553846153846
2011-10-24,1.25,0.8,12565,hindsight,12565,5134,0,4107.2,0.7099271145262445,0,6383.884615384615
2011-10-24,1.25,0.95,12565,scenario,12565,9280,4146,9023.3,0.47567659189784733,0,2292.7403846153848
2011-10-24,1.25,0.95,12565,mean,10052,9924,2277,9541.65,0.43929035538731004,2513,3223.3596153846156
2011-10-24,1.25,0.95,12565,seasonal,12565,10568,5434,10311.3,0.4029041188767727,0,4374.8557692307695
2011-10-24,1.25,0.95,12565,equal,10052,11455,3808,11072.65,0.3527882931239053,2513,4171.821153846154
2011-10-24,1.25,0.95,12565,hindsight,12565,5134,0,4877.3,0.7099271145262445,0,6015.201923076923
2011-10-31,0.5,0.5,5633,scenario,5633,10188,686,5437.0,0.32685827552031715,0,2984.5576923076924
2011-10-31,0.5,0.5,5633,mean,5633,10026,524,5275.0,0.3375619425173439,0,3305.519230769231
2011-10-31,0.5,0.5,5633,seasonal,5633,11879,2377,7128.0,0.21513049223653782,0,5060.942307692308
2011-10-31,0.5,0.5,5633,equal,5633,11003,1501,6252.0,0.27300958044268253,0,4082.2115384615386
2011-10-31,0.5,0.5,5633,hindsight,5633,9502,0,4751.0,0.37218368021143045,0,6452.211538461538
2011-10-31,0.5,0.8,5633,scenario,5633,10188,686,8287.6,0.32685827552031715,0,4439.8
2011-10-31,0.5,0.8,5633,mean,5633,10026,524,8125.6,0.3375619425173439,0,4760.761538461538
2011-10-31,0.5,0.8,5633,seasonal,5633,11879,2377,9978.6,0.21513049223653782,0,6516.184615384615
2011-10-31,0.5,0.8,5633,equal,5633,11003,1501,9102.6,0.27300958044268253,0,5537.453846153846
2011-10-31,0.5,0.8,5633,hindsight,5633,9502,0,7601.6,0.37218368021143045,0,7907.453846153846
2011-10-31,0.5,0.95,5633,scenario,5633,10188,686,9712.9,0.32685827552031715,0,5167.421153846154
2011-10-31,0.5,0.95,5633,mean,5633,10026,524,9550.9,0.3375619425173439,0,5488.382692307692
2011-10-31,0.5,0.95,5633,seasonal,5633,11879,2377,11403.9,0.21513049223653782,0,7243.805769230769
2011-10-31,0.5,0.95,5633,equal,5633,11003,1501,10527.9,0.27300958044268253,0,6265.075
2011-10-31,0.5,0.95,5633,hindsight,5633,9502,0,9026.9,0.37218368021143045,0,8635.075
2011-10-31,0.75,0.5,8449,scenario,7319,9225,1409,5317.0,0.3904856293359762,1130,2823.7884615384614
2011-10-31,0.75,0.5,8449,mean,8449,8125,1439,4782.0,0.4631648496861579,0,3181.9423076923076
2011-10-31,0.75,0.5,8449,seasonal,8449,10870,4184,7527.0,0.2817971589032045,0,5589.673076923077
2011-10-31,0.75,0.5,8449,equal,8449,9700,3014,6357.0,0.3591014205483978,0,4122.942307692308
2011-10-31,0.75,0.5,8449,hindsight,8449,6686,0,3343.0,0.5582424843078956,0,6815.288461538462
2011-10-31,0.75,0.8,8449,scenario,8449,8681,1995,7343.8,0.42642880740006606,0,3460.8076923076924
2011-10-31,0.75,0.8,8449,mean,8449,8125,1439,6787.8,0.4631648496861579,0,3792.3846153846152
2011-10-31,0.75,0.8,8449,seasonal,8449,10870,4184,9532.8,0.2817971589032045,0,6200.115384615385
2011-10-31,0.75,0.8,8449,equal,8449,9700,3014,8362.8,0.3591014205483978,0,4733.384615384615
